PROLIFIC_PID,Question,qns_options,quest_num,answer,answer_num,question_load_timestamp,next_btn_timestamp,text_selected,final_text_selected,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
609a88c011993058c914a32a,<b>Knowing what?s true and knowing what to do about it are usually basically the same.,Highly disagree,1/94,Somewhat agree,3,1708007483564,1708007530860,\Somewhat agree\,\Somewhat agree\,\3\,1708007529041,1708007529041,45477,45477,47296,buq,qns-item-noham,1,58690,0.0-1.0-0.0,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>Most people just believe whatever is convenient for them.,Highly disagree,2/94,Somewhat disagree,2,1708007530864,1708007537558,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007536429,1708007536429,5565,5565,6694,buq,qns-item-noham,2,65389,0.0-1.0-0.1,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>Having some big beliefs helps me sort out minor ones.,Highly disagree,3/94,Somewhat agree,3,1708007537566,1708007545740,\Somewhat agree\,\Somewhat agree\,\3\,1708007544749,1708007544749,7183,7183,8174,buq,qns-item-noham,3,73571,0.0-1.0-0.2,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>Political questions are usually pretty complicated.,Highly disagree,4/94,Somewhat disagree,2,1708007545744,1708007560260,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007559418,1708007559418,13674,13674,14516,buq,qns-item-noham,4,88090,0.0-1.0-0.3,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>Figuring out what?s important in life requires learning a lot of facts.,Highly disagree,5/94,Somewhat agree,3,1708007560262,1708007568306,\Somewhat agree\,\Somewhat agree\,\3\,1708007565568,1708007565568,5306,5306,8044,buq,qns-item-noham,5,96136,0.0-1.0-0.4,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>It is difficult for me to remember the last time I was surprised by politics.,Highly disagree,6/94,Highly disagree,1,1708007568308,1708007576762,\Highly disagree\,\Highly disagree\,\1\,1708007575865,1708007575865,7557,7557,8454,buq,qns-item-noham,6,104592,0.0-1.0-0.5,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>People?s false beliefs are understandable.,Highly disagree,7/94,Somewhat agree,3,1708007576765,1708007590443,\Somewhat agree\,\Somewhat agree\,\3\,1708007589718,1708007589718,12953,12953,13678,buq,qns-item-noham,7,118273,0.0-1.0-0.6,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>I spend a lot of time trying to be informed about politics.,Highly disagree,8/94,Somewhat disagree,2,1708007590445,1708007596408,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007595606,1708007595606,5161,5161,5963,buq,qns-item-noham,8,124238,0.0-1.0-0.7,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>I think a lot about whether my beliefs are right.,Highly disagree,9/94,Somewhat disagree,2,1708007596412,1708007604443,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007603401,1708007603401,6989,6989,8031,buq,qns-item-noham,9,132273,0.0-1.0-0.8,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
609a88c011993058c914a32a,<b>Statistics can be pretty misleading sometimes.,Highly disagree,10/94,Somewhat agree,3,1708007604446,1708007609274,\Somewhat agree\,\Somewhat agree\,\3\,1708007608449,1708007608449,4003,4003,4828,buq,qns-item-noham,10,137104,0.0-1.0-0.9,65ce2019508301bba9318c64,AWAITING REVIEW,2024-02-15T14:30:56.910000Z,2024-02-15T14:49:34.236000Z,,2024-02-15T14:49:34.881505Z,1118.0,CVPIIDEI,315,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
