PROLIFIC_PID,Question,qns_options,quest_num,answer,answer_num,question_load_timestamp,next_btn_timestamp,text_selected,final_text_selected,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
6117efedb574017076d5b499,<b>Knowing what?s true and knowing what to do about it are usually basically the same.,Highly disagree,1/94,Somewhat disagree,2,1708006808515,1708006817081,\Somewhat disagree\,\Somewhat disagree\,\2\,1708006815593,1708006815593,7078,7078,8566,buq,qns-item-noham,1,36213,0.0-1.0-0.0,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>Most people just believe whatever is convenient for them.,Highly disagree,2/94,Somewhat agree,3,1708006817086,1708006821801,\Somewhat agree\,\Somewhat agree\,\3\,1708006821210,1708006821210,4124,4124,4715,buq,qns-item-noham,2,40932,0.0-1.0-0.1,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>Having some big beliefs helps me sort out minor ones.,Highly disagree,3/94,Highly agree,4,1708006821803,1708006826419,\Highly agree\,\Highly agree\,\4\,1708006825873,1708006825873,4070,4070,4616,buq,qns-item-noham,3,45550,0.0-1.0-0.2,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>Political questions are usually pretty complicated.,Highly disagree,4/94,Highly agree,4,1708006826420,1708006830346,\Highly agree\,\Highly agree\,\4\,1708006829673,1708006829673,3253,3253,3926,buq,qns-item-noham,4,49477,0.0-1.0-0.3,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>Figuring out what?s important in life requires learning a lot of facts.,Highly disagree,5/94,Somewhat agree,3,1708006830347,1708006837849,\Somewhat agree\,\Somewhat agree\,\3\,1708006837105,1708006837105,6758,6758,7502,buq,qns-item-noham,5,56980,0.0-1.0-0.4,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>It is difficult for me to remember the last time I was surprised by politics.,Highly disagree,6/94,Highly disagree,1,1708006837850,1708006840930,\Highly disagree\,\Highly disagree\,\1\,1708006840265,1708006840265,2415,2415,3080,buq,qns-item-noham,6,60061,0.0-1.0-0.5,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>People?s false beliefs are understandable.,Highly disagree,7/94,Somewhat disagree,2,1708006840931,1708006846202,\Somewhat disagree\,\Somewhat disagree\,\2\,1708006844441,1708006844441,3510,3510,5271,buq,qns-item-noham,7,65333,0.0-1.0-0.6,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>I spend a lot of time trying to be informed about politics.,Highly disagree,8/94,Somewhat disagree,2,1708006846203,1708006851457,\Somewhat disagree\,\Somewhat disagree\,\2\,1708006850961,1708006850961,4758,4758,5254,buq,qns-item-noham,8,70588,0.0-1.0-0.7,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>I think a lot about whether my beliefs are right.,Highly disagree,9/94,Somewhat agree,3,1708006851459,1708006856753,\Somewhat agree\,\Somewhat agree\,\3\,1708006856265,1708006856265,4806,4806,5294,buq,qns-item-noham,9,75884,0.0-1.0-0.8,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6117efedb574017076d5b499,<b>Statistics can be pretty misleading sometimes.,Highly disagree,10/94,Somewhat agree,3,1708006856754,1708006869842,\Somewhat agree\,\Somewhat agree\,\3\,1708006869178,1708006869178,12424,12424,13088,buq,qns-item-noham,10,88973,0.0-1.0-0.9,65ce1d1d9fe78a673a71da9f,AWAITING REVIEW,2024-02-15T14:18:11.065000Z,2024-02-15T14:35:22.893000Z,,2024-02-15T14:35:23.549306Z,1032.0,CVPIIDEI,2480,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
