PROLIFIC_PID,Question,qns_options,quest_num,answer,answer_num,question_load_timestamp,next_btn_timestamp,text_selected,final_text_selected,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
5d0dca2cecd8f60017eaddb3,<b>Knowing what?s true and knowing what to do about it are usually basically the same.,Highly disagree,1/94,Somewhat disagree,2,1708007784943,1708007788764,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007785829,1708007785829,886,886,3821,buq,qns-item-noham,1,275073,0.0-1.0-0.0,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>Most people just believe whatever is convenient for them.,Highly disagree,2/94,Somewhat agree,3,1708007788768,1708007790952,\Somewhat agree\,\Somewhat agree\,\3\,1708007789731,1708007789731,963,963,2184,buq,qns-item-noham,2,277261,0.0-1.0-0.1,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>Having some big beliefs helps me sort out minor ones.,Highly disagree,3/94,Somewhat disagree,2,1708007790954,1708007792782,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007791889,1708007791889,935,935,1828,buq,qns-item-noham,3,279092,0.0-1.0-0.2,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>Political questions are usually pretty complicated.,Highly disagree,4/94,Highly disagree,1,1708007792784,1708007794489,\Highly disagree\,\Highly disagree\,\1\,1708007793690,1708007793690,906,906,1705,buq,qns-item-noham,4,280798,0.0-1.0-0.3,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>Figuring out what?s important in life requires learning a lot of facts.,Highly disagree,5/94,Somewhat agree,3,1708007794490,1708007795878,\Somewhat agree\,\Somewhat agree\,\3\,1708007795304,1708007795304,814,814,1388,buq,qns-item-noham,5,282187,0.0-1.0-0.4,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>It is difficult for me to remember the last time I was surprised by politics.,Highly disagree,6/94,Somewhat agree,3,1708007795880,1708007797454,\Somewhat agree\,\Somewhat agree\,\3\,1708007796744,1708007796744,864,864,1574,buq,qns-item-noham,6,283763,0.0-1.0-0.5,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>People?s false beliefs are understandable.,Highly disagree,7/94,Somewhat disagree,2,1708007797456,1708007799114,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007798245,1708007798245,789,789,1658,buq,qns-item-noham,7,285423,0.0-1.0-0.6,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>I spend a lot of time trying to be informed about politics.,Highly disagree,8/94,Somewhat agree,3,1708007799115,1708007800486,\Somewhat agree\,\Somewhat agree\,\3\,1708007799849,1708007799849,734,734,1371,buq,qns-item-noham,8,286795,0.0-1.0-0.7,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>I think a lot about whether my beliefs are right.,Highly disagree,9/94,Somewhat disagree,2,1708007800487,1708007803618,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007803083,1708007803083,2596,2596,3131,buq,qns-item-noham,9,289927,0.0-1.0-0.8,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
5d0dca2cecd8f60017eaddb3,<b>Statistics can be pretty misleading sometimes.,Highly disagree,10/94,Somewhat agree,3,1708007803619,1708008002572,\Somewhat agree\,\Somewhat agree\,\3\,1708008001214,1708008001214,197595,197595,198953,buq,qns-item-noham,10,488881,0.0-1.0-0.9,65ce20448b324d7ecb9de720,AWAITING REVIEW,2024-02-15T14:31:32.602000Z,2024-02-15T15:20:59.457000Z,,2024-02-15T15:21:00.021941Z,2967.0,CVPIIDEI,1571,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
