PROLIFIC_PID,Question,qns_options,quest_num,answer,answer_num,question_load_timestamp,next_btn_timestamp,text_selected,final_text_selected,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
562be0d4733ea00011162e31,<b>Knowing what?s true and knowing what to do about it are usually basically the same.,Highly disagree,1/94,Somewhat disagree,2,1708008066894,1708008072250,\Somewhat disagree\,\Somewhat disagree\,\2\,1708008070766,1708008070766,3872,3872,5356,buq,qns-item-noham,1,10842,0.0-1.0-0.0,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>Most people just believe whatever is convenient for them.,Highly disagree,2/94,Somewhat agree,3,1708008072255,1708008076775,\Somewhat agree\,\Somewhat agree\,\3\,1708008076158,1708008076158,3903,3903,4520,buq,qns-item-noham,2,15367,0.0-1.0-0.1,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>Having some big beliefs helps me sort out minor ones.,Highly disagree,3/94,Somewhat disagree,2,1708008076777,1708008080190,\Somewhat disagree\,\Somewhat disagree\,\2\,1708008078861,1708008078861,2084,2084,3413,buq,qns-item-noham,3,18782,0.0-1.0-0.2,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>Political questions are usually pretty complicated.,Highly disagree,4/94,Somewhat agree,3,1708008080191,1708008082994,\Somewhat agree\,\Somewhat agree\,\3\,1708008082732,1708008082732,2541,2541,2803,buq,qns-item-noham,4,21586,0.0-1.0-0.3,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>Figuring out what?s important in life requires learning a lot of facts.,Highly disagree,5/94,Somewhat agree,3,1708008082995,1708008084246,\Somewhat agree\,\Somewhat agree\,\3\,1708008083981,1708008083981,986,986,1251,buq,qns-item-noham,5,22838,0.0-1.0-0.4,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>It is difficult for me to remember the last time I was surprised by politics.,Highly disagree,6/94,Somewhat disagree,2,1708008084247,1708008087951,\Somewhat disagree\,\Somewhat disagree\,\2\,1708008087674,1708008087674,3427,3427,3704,buq,qns-item-noham,6,26543,0.0-1.0-0.5,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>People?s false beliefs are understandable.,Highly disagree,7/94,Somewhat agree,3,1708008087953,1708008090315,\Somewhat agree\,\Somewhat agree\,\3\,1708008089745,1708008089745,1792,1792,2362,buq,qns-item-noham,7,28907,0.0-1.0-0.6,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>I spend a lot of time trying to be informed about politics.,Highly disagree,8/94,Somewhat agree,3,1708008090317,1708008091979,\Somewhat agree\,\Somewhat agree\,\3\,1708008091737,1708008091737,1420,1420,1662,buq,qns-item-noham,8,30571,0.0-1.0-0.7,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>I think a lot about whether my beliefs are right.,Highly disagree,9/94,Somewhat agree,3,1708008091981,1708008093792,\Somewhat agree\,\Somewhat agree\,\3\,1708008093382,1708008093382,1401,1401,1811,buq,qns-item-noham,9,32384,0.0-1.0-0.8,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>Statistics can be pretty misleading sometimes.,Highly disagree,10/94,Highly agree,4,1708008093793,1708008095267,\Highly agree\,\Highly agree\,\4\,1708008094865,1708008094865,1072,1072,1474,buq,qns-item-noham,10,33859,0.0-1.0-0.9,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>I have lots of beliefs that I?m only sort of sure about.,Highly disagree,11/94,Somewhat agree,3,1708008095269,1708008098039,\Somewhat agree\,\Somewhat agree\,\3\,1708008097640,1708008097640,2371,2371,2770,buq,qns-item-noham,11,36631,0.0-1.0-0.10,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,"<b>If I go to my favorite restaurant and the food is surprisingly bad, it reminds me there are many disappointments in life.",Highly disagree,12/94,Highly agree,4,1708008098041,1708008102489,\Somewhat agree\,\Highly agree\,\3\,1708008100992,1708008101269,2951,3228,4448,buq,qns-item-noham,12,41081,0.0-1.0-0.11,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,"<b>If you are paying attention, please select ?Somewhat agree?",Highly disagree,13/94,Somewhat agree,3,1708008102491,1708008103879,\Somewhat agree\,\Somewhat agree\,\3\,1708008103640,1708008103640,1149,1149,1388,buq,qns-item-noham,13,42471,0.0-1.0-0.12,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,"<b>When I talk to others, I often worry I?ll convince them of something I didn?t mean to.",Highly disagree,14/94,Somewhat disagree,2,1708008103881,1708008107464,\Somewhat disagree\,\Somewhat disagree\,\2\,1708008106622,1708008106622,2741,2741,3583,buq,qns-item-noham,14,46056,0.0-1.0-0.13,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,<b>I would need to learn something utterly shocking about my party in order to change my political views.,Highly disagree,15/94,Somewhat agree,3,1708008107465,1708008111712,\Somewhat agree\,\Somewhat agree\,\3\,1708008109827,1708008109827,2362,2362,4247,buq,qns-item-noham,15,50304,0.0-1.0-0.14,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
562be0d4733ea00011162e31,"<b>When I have new experiences, I tend to think of them as unique.",Highly disagree,16/94,Highly agree,4,1708008111713,1708008116017,\Somewhat agree\,\Highly agree\,\3\,1708008115282,1708008115737,3569,4024,4304,buq,qns-item-noham,16,54609,0.0-1.0-0.15,65ce21a0011e383dd0e3c049,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772.0,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
