PROLIFIC_PID,Question,qns_options,quest_num,answer,answer_num,question_load_timestamp,next_btn_timestamp,text_selected,final_text_selected,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
5f557058f325f713d247001c,<b>Knowing what?s true and knowing what to do about it are usually basically the same.,Highly disagree,1/94,Somewhat agree,3,1708007064308,1708007070167,\Somewhat agree\,\Somewhat agree\,\3\,1708007069055,1708007069055,4747,4747,5859,buq,qns-item-noham,1,12673,0.0-1.0-0.0,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>Most people just believe whatever is convenient for them.,Highly disagree,2/94,Highly agree,4,1708007070169,1708007073474,\Highly agree\,\Highly agree\,\4\,1708007072770,1708007072770,2601,2601,3305,buq,qns-item-noham,2,15979,0.0-1.0-0.1,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>Having some big beliefs helps me sort out minor ones.,Highly disagree,3/94,Somewhat agree,3,1708007073475,1708007076709,\Somewhat agree\,\Somewhat agree\,\3\,1708007075948,1708007075948,2473,2473,3234,buq,qns-item-noham,3,19214,0.0-1.0-0.2,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>Political questions are usually pretty complicated.,Highly disagree,4/94,Highly agree,4,1708007076710,1708007079455,\Highly agree\,\Highly agree\,\4\,1708007078742,1708007078742,2032,2032,2745,buq,qns-item-noham,4,21960,0.0-1.0-0.3,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>Figuring out what?s important in life requires learning a lot of facts.,Highly disagree,5/94,Somewhat disagree,2,1708007079455,1708007083986,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007083160,1708007083160,3705,3705,4531,buq,qns-item-noham,5,26491,0.0-1.0-0.4,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>It is difficult for me to remember the last time I was surprised by politics.,Highly disagree,6/94,Somewhat disagree,2,1708007083987,1708007089140,\Somewhat disagree\,\Somewhat disagree\,\2\,1708007088604,1708007088604,4617,4617,5153,buq,qns-item-noham,6,31645,0.0-1.0-0.5,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>People?s false beliefs are understandable.,Highly disagree,7/94,Highly agree,4,1708007089141,1708007094976,\Somewhat agree\,\Highly agree\,\3\,1708007091030,1708007093832,1889,4691,5835,buq,qns-item-noham,7,37481,0.0-1.0-0.6,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>I spend a lot of time trying to be informed about politics.,Highly disagree,8/94,Somewhat agree,3,1708007094976,1708007097330,\Somewhat agree\,\Somewhat agree\,\3\,1708007096754,1708007096754,1778,1778,2354,buq,qns-item-noham,8,39835,0.0-1.0-0.7,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>I think a lot about whether my beliefs are right.,Highly disagree,9/94,Highly agree,4,1708007097331,1708007102182,\Somewhat agree\,\Highly agree\,\3\,1708007099715,1708007101333,2384,4002,4851,buq,qns-item-noham,9,44687,0.0-1.0-0.8,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>Statistics can be pretty misleading sometimes.,Highly disagree,10/94,Somewhat agree,3,1708007102183,1708007104927,\Somewhat agree\,\Somewhat agree\,\3\,1708007104127,1708007104127,1944,1944,2744,buq,qns-item-noham,10,47432,0.0-1.0-0.9,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,<b>I have lots of beliefs that I?m only sort of sure about.,Highly disagree,11/94,Highly agree,4,1708007104928,1708007107881,\Highly agree\,\Highly agree\,\4\,1708007107273,1708007107273,2345,2345,2953,buq,qns-item-noham,11,50386,0.0-1.0-0.10,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,"<b>If I go to my favorite restaurant and the food is surprisingly bad, it reminds me there are many disappointments in life.",Highly disagree,12/94,Highly agree,4,1708007107883,1708007117431,\Highly agree\,\Highly agree\,\4\,1708007116743,1708007116743,8860,8860,9548,buq,qns-item-noham,12,59936,0.0-1.0-0.11,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
5f557058f325f713d247001c,"<b>If you are paying attention, please select ?Somewhat agree?",Highly disagree,13/94,Somewhat agree,3,1708007117432,1708007120697,\Somewhat agree\,\Somewhat agree\,\3\,1708007119601,1708007119601,2169,2169,3265,buq,qns-item-noham,13,63202,0.0-1.0-0.12,65ce1e6dcbb504622d07a5db,AWAITING REVIEW,2024-02-15T14:23:44.353000Z,2024-02-15T14:32:44.075000Z,,2024-02-15T14:32:44.634362Z,540.0,CVPIIDEI,1253,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
