Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
6531984bbedc1e5dc7bb617b,5dd663c3cf8e7e5efc123950,APPROVED,2023-10-19T20:57:50.448000Z,2023-10-19T21:15:21.421000Z,2023-10-23T00:46:19.123000Z,2023-10-19T21:15:22.009434Z,1051,CVPIIDEI,1574,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65319b36f9f65a6bf1bdb421,5cf9daa3d66e12001c2613a4,APPROVED,2023-10-19T21:12:19.595000Z,2023-10-19T21:46:48.533000Z,2023-10-23T00:46:40.174000Z,2023-10-19T21:46:49.282651Z,2069,NOCODE,846,32,Female,White,United States,United States,United States,English,Yes,Full-Time,
65369be3b220495e3f116c42,5e83fac714116815b0e8879f,APPROVED,2023-10-23T16:14:30.544000Z,2023-10-23T16:23:19.075000Z,2023-10-23T19:18:35.940000Z,2023-10-23T16:23:19.756712Z,529,CVPIIDEI,15,23,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,
65369e0fdeae31bbc2b79c67,5cf7738aee94190018d73574,APPROVED,2023-10-23T16:24:57.293000Z,2023-10-23T16:44:54.819000Z,2023-10-23T19:18:39.971000Z,2023-10-23T16:44:55.333215Z,1198,CVPIIDEI,2556,35,Female,White,United States,United States,United States,English,No,Full-Time,
6536a0b993c356848e6a6bf0,653689b422c291ab865220da,APPROVED,2023-10-23T16:35:14.258000Z,2023-10-23T16:52:17.677000Z,2023-10-23T19:18:41.416000Z,2023-10-23T16:52:18.253325Z,1024,CVPIIDEI,3,39,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
6536a675781eee4d1af73c81,5e90d6e24e0cfb0d2b8006c0,APPROVED,2023-10-23T16:59:41.035000Z,2023-10-23T17:17:20.639000Z,2023-10-23T19:18:42.592000Z,2023-10-23T17:22:23.957855Z,1060,CVPIIDEI,810,32,Male,Other,United States,United States,United States,English,No,Full-Time,
6536a6cc3e4407b732e5c8da,62fff3a366f10202cc095b1e,APPROVED,2023-10-23T17:02:01.349000Z,2023-10-23T17:40:58.769000Z,2023-10-23T19:18:43.917000Z,2023-10-23T17:40:59.536766Z,2338,CVPIIDEI,824,32,Male,Other,United States,United States,United States,English,Yes,Unemployed (and job seeking),
65381eea4f27d81c3184cfa8,5f920aa80a785011ef6906e3,APPROVED,2023-10-24T19:45:52.832000Z,2023-10-24T20:08:50.642000Z,2023-10-25T12:29:30.833000Z,2023-10-24T20:08:51.141318Z,1378,CVPIIDEI,1066,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
6538212c8343c8f8866d48a2,5faa369a7112b63051d70135,APPROVED,2023-10-24T19:55:30.220000Z,2023-10-24T20:17:20.131000Z,2023-10-25T12:29:32.590000Z,2023-10-24T20:17:20.677790Z,1310,CVPIIDEI,1411,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
653822a65cda76b101bb2aba,60ff46f0d588d3f6f641a0ee,APPROVED,2023-10-24T20:01:47.056000Z,2023-10-24T20:34:23.275000Z,2023-10-25T12:29:33.906000Z,2023-10-24T20:34:23.750486Z,1957,CVPIIDEI,758,33,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
653822b94299920718f15273,6532afc996aad781b8ade182,APPROVED,2023-10-24T20:02:09.833000Z,2023-10-24T21:04:23.240000Z,2023-10-25T12:29:35.406000Z,2023-10-24T21:04:23.748110Z,3734,CVPIIDEI,6,35,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
6538238668fe62416ac2303d,63d003e243ba8ab8dbdb208b,APPROVED,2023-10-24T20:05:30.694000Z,2023-10-24T20:26:06.355000Z,2023-10-25T12:29:36.515000Z,2023-10-24T20:26:07.007267Z,1236,CVPIIDEI,6,21,Male,Black,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
653824465cef4070421e076d,653679fee376ae34ff6366c2,APPROVED,2023-10-24T20:08:42.504000Z,2023-10-24T20:20:07.547000Z,2023-10-25T12:29:05.791000Z,2023-10-24T20:20:08.259250Z,686,CVPIIDEI,10,30,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,
6538244d81b355801fd12832,5da8893e7a7b6a0011965f84,APPROVED,2023-10-24T20:09:26.838000Z,2023-10-24T20:22:36.257000Z,2023-10-25T12:29:10.625000Z,2023-10-24T20:22:37.003495Z,790,CVPIIDEI,159,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382597dcd2a23d680c877e,6537f74a955b4276769e5593,APPROVED,2023-10-24T20:14:19.421000Z,2023-10-24T20:28:10.561000Z,2023-10-25T12:29:07.702000Z,2023-10-24T20:28:11.018941Z,832,CVPIIDEI,6,37,Female,White,United States,United States,United States,English,No,Full-Time,
653825ab6d810a55d78c9956,61364bc1eb036faf8ae6cfd8,APPROVED,2023-10-24T20:14:38.739000Z,2023-10-24T20:22:25.658000Z,2023-10-25T12:29:14.250000Z,2023-10-24T20:22:26.100398Z,467,CVPIIDEI,478,22,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),
653826b907a62689af7fa944,62e6c5d05d354e1f99d612e4,APPROVED,2023-10-24T20:19:16.941000Z,2023-10-24T20:50:56.548000Z,2023-10-25T12:29:16.381000Z,2023-10-24T20:50:57.120465Z,1900,CVPIIDEI,1884,32,Male,Black,United States,United States,United States,English,No,Full-Time,
6538275ce6eee59b9a5e9077,608bfeec6afa5746bfc8d2be,APPROVED,2023-10-24T20:21:52.782000Z,2023-10-24T20:33:15.491000Z,2023-10-25T12:29:20.259000Z,2023-10-24T20:33:16.008844Z,683,CVPIIDEI,376,25,Female,White,United States,United States,United States,English,No,Other,
653827782b6b1b12fa11cf4f,65316cf927f7e5ebed37841b,APPROVED,2023-10-24T20:22:22.754000Z,2023-10-24T20:50:17.023000Z,2023-10-25T12:29:22.091000Z,2023-10-24T20:50:17.523656Z,1675,CVPIIDEI,3,32,Female,Mixed,DATA_EXPIRED,United States,United States,English,Yes,Part-Time,
65382736a9b4e5dfa92818d7,5de53996227eed0b8dd9c44d,APPROVED,2023-10-24T20:24:18.610000Z,2023-10-24T20:43:33.528000Z,2023-10-25T12:29:38.524000Z,2023-10-24T20:43:34.130187Z,1155,CVPIIDEI,1673,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
653827fb9bb1a6041cc0bd44,5efaffccf90911000c95a3cb,APPROVED,2023-10-24T20:24:29.765000Z,2023-10-24T21:17:16.136000Z,2023-10-25T12:29:39.953000Z,2023-10-24T21:17:16.641666Z,3167,CVPIIDEI,1014,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
6538291a3ab9235f4b5774af,61464fe94ab78bd0f17d0dc0,APPROVED,2023-10-24T20:29:21.603000Z,2023-10-24T20:49:08.906000Z,2023-10-25T12:29:41.544000Z,2023-10-24T20:49:09.437840Z,1188,CVPIIDEI,946,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382981a9b4e5dfa9281939,6039d32c28bb6055a5fe59b5,APPROVED,2023-10-24T20:31:05.883000Z,2023-10-24T20:50:07.643000Z,2023-10-25T12:29:42.648000Z,2023-10-24T20:50:08.232321Z,1142,CVPIIDEI,501,30,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,Full-Time,
65382a70ffd8a411ee7611e4,594936ad4152bf0001bfd5cd,APPROVED,2023-10-24T20:34:58.765000Z,2023-10-24T20:46:55.062000Z,2023-10-25T12:29:44.022000Z,2023-10-24T20:46:55.605293Z,717,CVPIIDEI,718,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382ab6129a6c58aceeae00,56f2a49ced0cf600069131cd,APPROVED,2023-10-24T20:36:13.475000Z,2023-10-24T20:47:40.897000Z,2023-10-25T12:29:45.230000Z,2023-10-24T20:47:41.409821Z,688,CVPIIDEI,2880,34,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382ab8c340878dcb5c52da,5781c15381f331000139a89e,APPROVED,2023-10-24T20:36:14.094000Z,2023-10-24T21:53:25.899000Z,2023-10-25T12:30:06.461000Z,2023-10-24T21:53:26.384842Z,4632,NOCODE,4039,35,Female,White,Germany,United States,United States,English,No,Full-Time,
65382b45119235616bc22c65,5a8b3fa3b093f80001a80576,APPROVED,2023-10-24T20:38:35.524000Z,2023-10-24T20:56:54.364000Z,2023-10-25T12:29:50.395000Z,2023-10-24T20:56:55.068316Z,1099,CVPIIDEI,1748,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382b8c69cbb7713ca4e6ad,6105e4e2b57f170990f20593,APPROVED,2023-10-24T20:39:44.014000Z,2023-10-24T21:19:13.291000Z,2023-10-25T12:29:52.934000Z,2023-10-24T21:19:13.955041Z,2370,CVPIIDEI,1094,21,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED,
65382b9d6dcb413de211e287,61735e55ab7dfe9f9e48cb87,APPROVED,2023-10-24T20:40:03.681000Z,2023-10-24T20:56:02.785000Z,2023-10-25T12:29:54.578000Z,2023-10-24T20:56:03.817097Z,960,CVPIIDEI,907,28,Female,White,United States,United States,United States,English,No,Full-Time,
65382bbbc4ba1be5869e56c3,56f59251736c79000c2241f7,APPROVED,2023-10-24T20:40:30.289000Z,2023-10-24T21:27:58.117000Z,2023-10-25T12:29:55.819000Z,2023-10-24T21:27:58.635437Z,2848,CVPIIDEI,5602,33,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,
65382b35e5433b77a582315d,57656f6c2bfddf000125cce5,APPROVED,2023-10-24T20:40:44.391000Z,2023-10-24T21:01:31.758000Z,2023-10-25T12:29:57.506000Z,2023-10-24T21:01:32.194962Z,1248,CVPIIDEI,2245,38,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382bca1682cdb806f3734f,5dee896cf87f5552d3cd6502,APPROVED,2023-10-24T20:40:48.922000Z,2023-10-24T21:17:47.022000Z,2023-10-25T12:29:58.735000Z,2023-10-24T21:17:47.738886Z,2219,CVPIIDEI,1615,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65382c09b30cb993a5abd823,597761dfd5ddf60001d14b20,APPROVED,2023-10-24T20:41:48.449000Z,2023-10-24T21:03:38.076000Z,2023-10-25T12:30:01.025000Z,2023-10-24T21:03:38.656511Z,1310,CVPIIDEI,2262,38,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
